beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,total23,2024,last12mos,total_prior4years,avg_prior4years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior4yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior4years
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Other,276,388,495,493,484,40,474,1652,413,78.6,71.7,-3.9,14.8,1314.3,1847.6,2357.1,2347.6,2257.1,1966.7
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Robbery,25,25,19,27,20,7,25,96,24,8,0,-7.4,4.2,119,119,90.5,128.6,119,114.3
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Sexual Assault,3,5,9,6,11,2,12,23,5.8,100,300,100,106.9,14.3,23.8,42.9,28.6,57.1,27.6
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Theft,763,751,821,918,1079,163,1173,3253,813.2,20.3,53.7,27.8,44.2,3633.3,3576.2,3909.5,4371.4,5585.7,3872.4
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Arson,13,6,3,11,9,2,11,33,8.2,-15.4,-15.4,0,34.1,38.2,17.6,8.8,32.4,32.4,24.1
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Assault,976,1109,1147,1100,1081,102,1086,4332,1083,12.7,11.3,-1.3,0.3,2870.6,3261.8,3373.5,3235.3,3194.1,3185.3
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Auto Theft,360,327,326,389,498,74,533,1402,350.5,8.1,48.1,37,52.1,1058.8,961.8,958.8,1144.1,1567.6,1030.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Burglary,309,336,336,354,304,45,322,1335,333.8,14.6,4.2,-9,-3.5,908.8,988.2,988.2,1041.2,947.1,981.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Drug Offenses,176,196,193,182,188,0,161,747,186.8,3.4,-8.5,-11.5,-13.8,517.6,576.5,567.6,535.3,473.5,549.4
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Kidnapping,1,4,5,14,3,0,3,24,6,1300,200,-78.6,-50,2.9,11.8,14.7,41.2,8.8,17.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Murder,4,2,10,5,6,0,5,21,5.2,25,25,0,-3.8,11.8,5.9,29.4,14.7,14.7,15.3
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Other,718,1276,1360,1401,1431,79,1379,4755,1188.8,95.1,92.1,-1.6,16,2111.8,3752.9,4000,4120.6,4055.9,3496.5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Robbery,180,193,157,161,160,16,167,691,172.8,-10.6,-7.2,3.7,-3.4,529.4,567.6,461.8,473.5,491.2,508.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Sexual Assault,24,43,33,30,27,0,24,130,32.5,25,0,-20,-26.2,70.6,126.5,97.1,88.2,70.6,95.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Theft,1288,1270,1359,1776,1867,222,1925,5693,1423.2,37.9,49.5,8.4,35.3,3788.2,3735.3,3997.1,5223.5,5661.8,4185.9
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Arson,0,4,2,2,1,0,1,8,2,NA,NA,-50,-50,0,17.4,8.7,8.7,4.3,8.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Assault,233,274,285,283,261,30,272,1075,268.8,21.5,16.7,-3.9,1.2,1013,1191.3,1239.1,1230.4,1182.6,1168.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Auto Theft,55,68,55,89,94,25,113,267,66.8,61.8,105.5,27,69.2,239.1,295.7,239.1,387,491.3,290.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Burglary,131,133,140,113,106,19,121,517,129.2,-13.7,-7.6,7.1,-6.3,569.6,578.3,608.7,491.3,526.1,561.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Drug Offenses,35,37,35,38,31,0,30,145,36.2,8.6,-14.3,-21.1,-17.1,152.2,160.9,152.2,165.2,130.4,157.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Kidnapping,1,0,0,2,0,2,2,3,0.8,100,100,0,150,4.3,0,0,8.7,8.7,3.5
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Murder,0,3,2,3,0,0,0,8,2,NA,NA,-100,-100,0,13,8.7,13,0,8.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Other,234,369,414,427,403,17,387,1444,361,82.5,65.4,-9.4,7.2,1017.4,1604.3,1800,1856.5,1682.6,1569.6
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Robbery,54,42,37,34,47,9,52,167,41.8,-37,-3.7,52.9,24.4,234.8,182.6,160.9,147.8,226.1,181.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Sexual Assault,8,2,7,6,13,0,12,23,5.8,-25,50,100,106.9,34.8,8.7,30.4,26.1,52.2,25.2
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Theft,659,514,487,532,515,57,541,2192,548,-19.3,-17.9,1.7,-1.3,2865.2,2234.8,2117.4,2313,2352.2,2382.6
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Arson,6,7,11,6,9,0,9,30,7.5,0,50,50,20,46.2,53.8,84.6,46.2,69.2,57.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Assault,696,732,749,644,683,81,712,2821,705.2,-7.5,2.3,10.6,1,5353.8,5630.8,5761.5,4953.8,5476.9,5424.6
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Auto Theft,118,130,149,149,166,20,174,546,136.5,26.3,47.5,16.8,27.5,907.7,1000,1146.2,1146.2,1338.5,1050
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Burglary,183,191,183,127,136,22,148,684,171,-30.6,-19.1,16.5,-13.5,1407.7,1469.2,1407.7,976.9,1138.5,1315.4
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Drug Offenses,168,171,167,123,92,0,88,629,157.2,-26.8,-47.6,-28.5,-44,1292.3,1315.4,1284.6,946.2,676.9,1209.2
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Kidnapping,3,4,1,9,6,2,8,17,4.2,200,166.7,-11.1,90.5,23.1,30.8,7.7,69.2,61.5,32.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Murder,5,6,8,6,2,0,2,25,6.2,20,-60,-66.7,-67.7,38.5,46.2,61.5,46.2,15.4,47.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Other,341,684,736,698,750,45,738,2459,614.8,104.7,116.4,5.7,20,2623.1,5261.5,5661.5,5369.2,5676.9,4729.2
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Robbery,96,100,75,68,70,2,69,339,84.8,-29.2,-28.1,1.5,-18.6,738.5,769.2,576.9,523.1,530.8,652.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Sexual Assault,20,20,17,14,26,0,24,71,17.8,-30,20,71.4,34.8,153.8,153.8,130.8,107.7,184.6,136.9
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Theft,493,484,471,539,487,47,489,1987,496.8,9.3,-0.8,-9.3,-1.6,3792.3,3723.1,3623.1,4146.2,3761.5,3821.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Arson,4,12,6,7,4,0,4,29,7.2,75,0,-42.9,-44.4,20,60,30,35,20,36
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Assault,784,878,756,796,770,90,800,3214,803.5,1.5,2,0.5,-0.4,3920,4390,3780,3980,4000,4017.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Auto Theft,209,196,247,281,283,42,289,933,233.2,34.4,38.3,2.8,23.9,1045,980,1235,1405,1445,1166
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Burglary,154,143,137,142,163,16,162,576,144,-7.8,5.2,14.1,12.5,770,715,685,710,810,720
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Drug Offenses,133,146,149,146,125,0,112,574,143.5,9.8,-15.8,-23.3,-22,665,730,745,730,560,717.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Kidnapping,2,4,1,4,6,0,5,11,2.8,100,150,25,78.6,10,20,5,20,25,14
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Murder,1,3,8,6,3,0,2,18,4.5,500,100,-66.7,-55.6,5,15,40,30,10,22.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Other,404,911,935,938,1161,35,1093,3188,797,132.2,170.5,16.5,37.1,2020,4555,4675,4690,5465,3985
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Robbery,167,141,133,109,125,8,117,550,137.5,-34.7,-29.9,7.3,-14.9,835,705,665,545,585,687.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Sexual Assault,27,18,18,23,16,4,18,86,21.5,-14.8,-33.3,-21.7,-16.3,135,90,90,115,90,107.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Theft,1322,1282,862,940,963,146,999,4406,1101.5,-28.9,-24.4,6.3,-9.3,6610,6410,4310,4700,4995,5507.5
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Arson,0,0,0,0,2,0,1,0,0,NA,NA,NA,NA,0,0,0,0,7.1,0
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Assault,300,313,328,350,362,43,375,1291,322.8,16.7,25,7.1,16.2,2142.9,2235.7,2342.9,2500,2678.6,2305.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Auto Theft,100,112,94,95,127,15,130,401,100.2,-5,30,36.8,29.7,714.3,800,671.4,678.6,928.6,715.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Burglary,124,98,119,125,97,8,98,466,116.5,0.8,-21,-21.6,-15.9,885.7,700,850,892.9,700,832.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Drug Offenses,78,63,43,46,41,0,40,230,57.5,-41,-48.7,-13,-30.4,557.1,450,307.1,328.6,285.7,410.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Kidnapping,0,2,0,1,1,0,1,3,0.8,NA,NA,0,25,0,14.3,0,7.1,7.1,5.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Murder,0,0,4,4,4,0,4,8,2,NA,NA,0,100,0,0,28.6,28.6,28.6,14.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Other,212,372,372,401,380,23,372,1357,339.2,89.2,75.5,-7.2,9.7,1514.3,2657.1,2657.1,2864.3,2657.1,2422.9
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Robbery,54,34,48,54,39,4,43,190,47.5,0,-20.4,-20.4,-9.5,385.7,242.9,342.9,385.7,307.1,339.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Sexual Assault,10,5,11,8,14,2,14,34,8.5,-20,40,75,64.7,71.4,35.7,78.6,57.1,100,60.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Theft,541,644,555,554,358,33,359,2294,573.5,2.4,-33.6,-35.2,-37.4,3864.3,4600,3964.3,3957.1,2564.3,4096.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Arson,3,5,6,9,4,0,3,23,5.8,200,0,-66.7,-48.3,17.6,29.4,35.3,52.9,17.6,34.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Assault,700,796,868,800,768,83,780,3164,791,14.3,11.4,-2.5,-1.4,4117.6,4682.4,5105.9,4705.9,4588.2,4652.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Auto Theft,293,317,289,295,395,31,402,1194,298.5,0.7,37.2,36.3,34.7,1723.5,1864.7,1700,1735.3,2364.7,1755.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Burglary,235,227,218,193,287,24,284,873,218.2,-17.9,20.9,47.2,30.2,1382.4,1335.3,1282.4,1135.3,1670.6,1283.5
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Drug Offenses,132,143,137,120,126,0,110,532,133,-9.1,-16.7,-8.3,-17.3,776.5,841.2,805.9,705.9,647.1,782.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Kidnapping,6,3,1,3,3,0,3,13,3.2,-50,-50,0,-6.2,35.3,17.6,5.9,17.6,17.6,18.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Murder,7,4,2,4,3,0,3,17,4.2,-42.9,-57.1,-25,-28.6,41.2,23.5,11.8,23.5,17.6,24.7
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Other,631,926,902,927,972,43,944,3386,846.5,46.9,49.6,1.8,11.5,3711.8,5447.1,5305.9,5452.9,5552.9,4979.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Robbery,152,128,98,118,75,6,73,496,124,-22.4,-52,-38.1,-41.1,894.1,752.9,576.5,694.1,429.4,729.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Sexual Assault,20,16,20,18,21,4,24,74,18.5,-10,20,33.3,29.7,117.6,94.1,117.6,105.9,141.2,108.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Theft,1705,1464,1506,1610,1622,100,1582,6285,1571.2,-5.6,-7.2,-1.7,0.7,10029.4,8611.8,8858.8,9470.6,9305.9,9242.4
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Arson,7,6,6,10,2,0,2,29,7.2,42.9,-71.4,-80,-72.2,21.2,18.2,18.2,30.3,6.1,21.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Assault,946,1098,1100,947,1004,119,1046,4091,1022.8,0.1,10.6,10.5,2.3,2866.7,3327.3,3333.3,2869.7,3169.7,3099.4
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Auto Theft,306,354,304,274,313,56,347,1238,309.5,-10.5,13.4,26.6,12.1,927.3,1072.7,921.2,830.3,1051.5,937.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Burglary,175,156,178,188,181,46,206,697,174.2,7.4,17.7,9.6,18.3,530.3,472.7,539.4,569.7,624.2,527.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Drug Offenses,138,148,183,169,95,0,83,638,159.5,22.5,-39.9,-50.9,-48,418.2,448.5,554.5,512.1,251.5,483.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Kidnapping,1,4,6,8,7,0,6,19,4.8,700,500,-25,25,3,12.1,18.2,24.2,18.2,14.5
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Murder,7,8,9,10,4,2,5,34,8.5,42.9,-28.6,-50,-41.2,21.2,24.2,27.3,30.3,15.2,25.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Other,433,945,978,1022,990,45,935,3378,844.5,136,115.9,-8.5,10.7,1312.1,2863.6,2963.6,3097,2833.3,2559.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Robbery,188,149,183,141,149,15,159,661,165.2,-25,-15.4,12.8,-3.8,569.7,451.5,554.5,427.3,481.8,500.6
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Sexual Assault,20,30,29,27,26,0,25,106,26.5,35,25,-7.4,-5.7,60.6,90.9,87.9,81.8,75.8,80.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Theft,725,795,633,712,693,100,728,2865,716.2,-1.8,0.4,2.2,1.6,2197,2409.1,1918.2,2157.6,2206.1,2170.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Arson,10,15,10,7,7,2,9,42,10.5,-30,-10,28.6,-14.3,55.6,83.3,55.6,38.9,50,58.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Assault,824,980,848,765,805,89,842,3417,854.2,-7.2,2.2,10.1,-1.4,4577.8,5444.4,4711.1,4250,4677.8,4745.6
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Auto Theft,127,110,104,152,190,16,188,493,123.2,19.7,48,23.7,52.6,705.6,611.1,577.8,844.4,1044.4,684.4
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Burglary,169,192,132,164,138,13,135,657,164.2,-3,-20.1,-17.7,-17.8,938.9,1066.7,733.3,911.1,750,912.2
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Drug Offenses,141,119,141,91,64,0,58,492,123,-35.5,-58.9,-36.3,-52.8,783.3,661.1,783.3,505.6,322.2,683.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Kidnapping,4,5,3,3,6,0,6,15,3.8,-25,50,100,57.9,22.2,27.8,16.7,16.7,33.3,21.1
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Murder,2,3,9,2,2,0,1,16,4,0,-50,-50,-75,11.1,16.7,50,11.1,5.6,22.2
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Other,411,735,760,674,749,38,735,2580,645,64,78.8,9.1,14,2283.3,4083.3,4222.2,3744.4,4083.3,3583.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Robbery,93,69,49,55,46,12,56,266,66.5,-40.9,-39.8,1.8,-15.8,516.7,383.3,272.2,305.6,311.1,369.4
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Sexual Assault,27,19,19,17,19,6,24,82,20.5,-37,-11.1,41.2,17.1,150,105.6,105.6,94.4,133.3,113.9
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Theft,479,442,418,461,427,48,435,1800,450,-3.8,-9.2,-5.6,-3.3,2661.1,2455.6,2322.2,2561.1,2416.7,2500
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Arson,14,5,7,14,4,0,4,40,10,0,-71.4,-71.4,-60,36.8,13.2,18.4,36.8,10.5,26.3
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Assault,1122,1244,1116,1019,917,126,982,4501,1125.2,-9.2,-12.5,-3.6,-12.7,2952.6,3273.7,2936.8,2681.6,2584.2,2961.1
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Auto Theft,184,171,165,160,233,32,249,680,170,-13,35.3,55.6,46.5,484.2,450,434.2,421.1,655.3,447.4
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Burglary,219,212,123,202,191,17,196,756,189,-7.8,-10.5,-3,3.7,576.3,557.9,323.7,531.6,515.8,497.4
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Drug Offenses,111,104,94,64,46,0,38,373,93.2,-42.3,-65.8,-40.6,-59.2,292.1,273.7,247.4,168.4,100,245.3
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Kidnapping,3,5,4,6,8,0,8,18,4.5,100,166.7,33.3,77.8,7.9,13.2,10.5,15.8,21.1,11.8
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Murder,5,6,11,3,1,4,5,25,6.2,-40,0,66.7,-19.4,13.2,15.8,28.9,7.9,13.2,16.3
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Other,519,865,859,815,939,66,932,3058,764.5,57,79.6,14.4,21.9,1365.8,2276.3,2260.5,2144.7,2452.6,2011.8
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Robbery,136,123,99,104,68,15,77,462,115.5,-23.5,-43.4,-26,-33.3,357.9,323.7,260.5,273.7,202.6,303.9
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Sexual Assault,19,30,11,21,33,4,34,81,20.2,10.5,78.9,61.9,68.3,50,78.9,28.9,55.3,89.5,53.2
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Theft,661,678,628,616,625,110,702,2583,645.8,-6.8,6.2,14,8.7,1739.5,1784.2,1652.6,1621.1,1847.4,1699.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Arson,5,7,6,11,3,0,2,29,7.2,120,-60,-81.8,-72.2,25,35,30,55,10,36
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Assault,1022,1184,1014,922,928,115,963,4142,1035.5,-9.8,-5.8,4.4,-7,5110,5920,5070,4610,4815,5177.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Auto Theft,194,148,169,143,195,11,183,654,163.5,-26.3,-5.7,28,11.9,970,740,845,715,915,817.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Burglary,149,190,124,135,105,4,98,598,149.5,-9.4,-34.2,-27.4,-34.4,745,950,620,675,490,747.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Drug Offenses,164,179,193,160,142,0,130,696,174,-2.4,-20.7,-18.8,-25.3,820,895,965,800,650,870
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Kidnapping,2,2,3,4,6,0,6,11,2.8,100,200,50,114.3,10,10,15,20,30,14
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Murder,5,12,9,6,6,0,6,32,8,20,20,0,-25,25,60,45,30,30,40
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Other,450,922,908,778,796,34,757,3058,764.5,72.9,68.2,-2.7,-1,2250,4610,4540,3890,3785,3822.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Robbery,112,92,85,78,91,6,92,367,91.8,-30.4,-17.9,17.9,0.2,560,460,425,390,460,459
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Sexual Assault,27,14,17,13,20,4,24,71,17.8,-51.9,-11.1,84.6,34.8,135,70,85,65,120,89
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Theft,567,534,533,520,465,50,473,2154,538.5,-8.3,-16.6,-9,-12.2,2835,2670,2665,2600,2365,2692.5
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Arson,5,2,5,2,6,0,5,14,3.5,-60,0,150,42.9,26.3,10.5,26.3,10.5,26.3,18.4
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Assault,671,677,728,691,688,40,667,2767,691.8,3,-0.6,-3.5,-3.6,3531.6,3563.2,3831.6,3636.8,3510.5,3641.1
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Auto Theft,246,263,279,278,350,26,352,1066,266.5,13,43.1,26.6,32.1,1294.7,1384.2,1468.4,1463.2,1852.6,1402.6
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Burglary,137,171,122,125,113,5,109,555,138.8,-8.8,-20.4,-12.8,-21.5,721.1,900,642.1,657.9,573.7,730.5
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Drug Offenses,125,78,62,62,83,0,72,327,81.8,-50.4,-42.4,16.1,-12,657.9,410.5,326.3,326.3,378.9,430.5
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Kidnapping,2,2,4,5,5,1,6,13,3.2,150,200,20,87.5,10.5,10.5,21.1,26.3,31.6,16.8
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Murder,2,3,4,2,4,0,4,11,2.8,0,100,100,42.9,10.5,15.8,21.1,10.5,21.1,14.7
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Other,355,587,614,597,639,27,617,2153,538.2,68.2,73.8,3.4,14.6,1868.4,3089.5,3231.6,3142.1,3247.4,2832.6
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Robbery,182,111,107,107,75,8,79,507,126.8,-41.2,-56.6,-26.2,-37.7,957.9,584.2,563.2,563.2,415.8,667.4
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Sexual Assault,16,11,16,15,20,0,17,58,14.5,-6.2,6.2,13.3,17.2,84.2,57.9,84.2,78.9,89.5,76.3
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Theft,514,606,581,610,686,43,681,2311,577.8,18.7,32.5,11.6,17.9,2705.3,3189.5,3057.9,3210.5,3584.2,3041.1
22B20,22,4.61158268,Greenspoint,24000,Arson,3,6,7,7,4,0,3,23,5.8,133.3,0,-57.1,-48.3,12.5,25,29.2,29.2,12.5,24.2
22B20,22,4.61158268,Greenspoint,24000,Assault,1519,1790,1656,1456,1348,60,1295,6421,1605.2,-4.1,-14.7,-11.1,-19.3,6329.2,7458.3,6900,6066.7,5395.8,6688.3
22B20,22,4.61158268,Greenspoint,24000,Auto Theft,321,304,346,343,461,20,454,1314,328.5,6.9,41.4,32.4,38.2,1337.5,1266.7,1441.7,1429.2,1891.7,1368.8
22B20,22,4.61158268,Greenspoint,24000,Burglary,278,276,269,260,309,6,290,1083,270.8,-6.5,4.3,11.5,7.1,1158.3,1150,1120.8,1083.3,1208.3,1128.3
