beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,total23,2024,last12mos,total_prior4years,avg_prior4years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior4yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior4years
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Other,276,388,495,493,489,26,479,1652,413,78.6,73.6,-2.8,16,1314.3,1847.6,2357.1,2347.6,2281,1966.7
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Robbery,25,25,19,27,20,7,26,96,24,8,4,-3.7,8.3,119,119,90.5,128.6,123.8,114.3
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Sexual Assault,3,5,9,6,11,2,12,23,5.8,100,300,100,106.9,14.3,23.8,42.9,28.6,57.1,27.6
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Theft,763,751,821,918,1089,119,1163,3253,813.2,20.3,52.4,26.7,43,3633.3,3576.2,3909.5,4371.4,5538.1,3872.4
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Arson,13,6,3,11,9,2,11,33,8.2,-15.4,-15.4,0,34.1,38.2,17.6,8.8,32.4,32.4,24.1
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Assault,976,1109,1147,1100,1089,80,1092,4332,1083,12.7,11.9,-0.7,0.8,2870.6,3261.8,3373.5,3235.3,3211.8,3185.3
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Auto Theft,360,327,326,389,504,51,521,1402,350.5,8.1,44.7,33.9,48.6,1058.8,961.8,958.8,1144.1,1532.4,1030.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Burglary,309,336,336,354,308,31,317,1335,333.8,14.6,2.6,-10.5,-5,908.8,988.2,988.2,1041.2,932.4,981.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Drug Offenses,176,196,193,182,188,0,162,747,186.8,3.4,-8,-11,-13.3,517.6,576.5,567.6,535.3,476.5,549.4
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Kidnapping,1,4,5,14,3,0,3,24,6,1300,200,-78.6,-50,2.9,11.8,14.7,41.2,8.8,17.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Murder,4,2,10,5,6,0,5,21,5.2,25,25,0,-3.8,11.8,5.9,29.4,14.7,14.7,15.3
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Other,718,1276,1360,1401,1431,54,1378,4755,1188.8,95.1,91.9,-1.6,15.9,2111.8,3752.9,4000,4120.6,4052.9,3496.5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Robbery,180,193,157,161,161,12,170,691,172.8,-10.6,-5.6,5.6,-1.6,529.4,567.6,461.8,473.5,500,508.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Sexual Assault,24,43,33,30,28,0,25,130,32.5,25,4.2,-16.7,-23.1,70.6,126.5,97.1,88.2,73.5,95.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Theft,1288,1270,1359,1776,1889,170,1939,5693,1423.2,37.9,50.5,9.2,36.2,3788.2,3735.3,3997.1,5223.5,5702.9,4185.9
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Arson,0,4,2,2,1,0,1,8,2,NA,NA,-50,-50,0,17.4,8.7,8.7,4.3,8.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Assault,233,274,285,283,263,23,274,1075,268.8,21.5,17.6,-3.2,1.9,1013,1191.3,1239.1,1230.4,1191.3,1168.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Auto Theft,55,68,55,89,95,18,108,267,66.8,61.8,96.4,21.3,61.7,239.1,295.7,239.1,387,469.6,290.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Burglary,131,133,140,113,108,11,115,517,129.2,-13.7,-12.2,1.8,-11,569.6,578.3,608.7,491.3,500,561.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Drug Offenses,35,37,35,38,31,0,30,145,36.2,8.6,-14.3,-21.1,-17.1,152.2,160.9,152.2,165.2,130.4,157.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Kidnapping,1,0,0,2,0,2,2,3,0.8,100,100,0,150,4.3,0,0,8.7,8.7,3.5
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Murder,0,3,2,3,0,0,0,8,2,NA,NA,-100,-100,0,13,8.7,13,0,8.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Other,234,369,414,427,408,11,394,1444,361,82.5,68.4,-7.7,9.1,1017.4,1604.3,1800,1856.5,1713,1569.6
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Robbery,54,42,37,34,47,9,53,167,41.8,-37,-1.9,55.9,26.8,234.8,182.6,160.9,147.8,230.4,181.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Sexual Assault,8,2,7,6,14,0,13,23,5.8,-25,62.5,116.7,124.1,34.8,8.7,30.4,26.1,56.5,25.2
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Theft,659,514,487,532,519,39,531,2192,548,-19.3,-19.4,-0.2,-3.1,2865.2,2234.8,2117.4,2313,2308.7,2382.6
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Arson,6,7,11,6,9,0,9,30,7.5,0,50,50,20,46.2,53.8,84.6,46.2,69.2,57.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Assault,696,732,749,644,695,61,718,2821,705.2,-7.5,3.2,11.5,1.8,5353.8,5630.8,5761.5,4953.8,5523.1,5424.6
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Auto Theft,118,130,149,149,168,18,178,546,136.5,26.3,50.8,19.5,30.4,907.7,1000,1146.2,1146.2,1369.2,1050
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Burglary,183,191,183,127,138,15,145,684,171,-30.6,-20.8,14.2,-15.2,1407.7,1469.2,1407.7,976.9,1115.4,1315.4
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Drug Offenses,168,171,167,123,92,0,89,629,157.2,-26.8,-47,-27.6,-43.4,1292.3,1315.4,1284.6,946.2,684.6,1209.2
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Kidnapping,3,4,1,9,6,2,8,17,4.2,200,166.7,-11.1,90.5,23.1,30.8,7.7,69.2,61.5,32.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Murder,5,6,8,6,2,0,2,25,6.2,20,-60,-66.7,-67.7,38.5,46.2,61.5,46.2,15.4,47.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Other,341,684,736,698,752,37,743,2459,614.8,104.7,117.9,6.4,20.9,2623.1,5261.5,5661.5,5369.2,5715.4,4729.2
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Robbery,96,100,75,68,72,2,74,339,84.8,-29.2,-22.9,8.8,-12.7,738.5,769.2,576.9,523.1,569.2,652.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Sexual Assault,20,20,17,14,29,0,27,71,17.8,-30,35,92.9,51.7,153.8,153.8,130.8,107.7,207.7,136.9
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Theft,493,484,471,539,495,31,495,1987,496.8,9.3,0.4,-8.2,-0.4,3792.3,3723.1,3623.1,4146.2,3807.7,3821.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Arson,4,12,6,7,4,0,4,29,7.2,75,0,-42.9,-44.4,20,60,30,35,20,36
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Assault,784,878,756,796,779,70,805,3214,803.5,1.5,2.7,1.1,0.2,3920,4390,3780,3980,4025,4017.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Auto Theft,209,196,247,281,287,34,296,933,233.2,34.4,41.6,5.3,26.9,1045,980,1235,1405,1480,1166
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Burglary,154,143,137,142,165,11,161,576,144,-7.8,4.5,13.4,11.8,770,715,685,710,805,720
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Drug Offenses,133,146,149,146,125,0,116,574,143.5,9.8,-12.8,-20.5,-19.2,665,730,745,730,580,717.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Kidnapping,2,4,1,4,6,0,5,11,2.8,100,150,25,78.6,10,20,5,20,25,14
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Murder,1,3,8,6,3,0,2,18,4.5,500,100,-66.7,-55.6,5,15,40,30,10,22.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Other,404,911,935,938,1166,35,1119,3188,797,132.2,177,19.3,40.4,2020,4555,4675,4690,5595,3985
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Robbery,167,141,133,109,126,8,123,550,137.5,-34.7,-26.3,12.8,-10.5,835,705,665,545,615,687.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Sexual Assault,27,18,18,23,16,2,17,86,21.5,-14.8,-37,-26.1,-20.9,135,90,90,115,85,107.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Theft,1322,1282,862,940,974,100,989,4406,1101.5,-28.9,-25.2,5.2,-10.2,6610,6410,4310,4700,4945,5507.5
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Arson,0,0,0,0,2,0,1,0,0,NA,NA,NA,NA,0,0,0,0,7.1,0
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Assault,300,313,328,350,369,31,378,1291,322.8,16.7,26,8,17.1,2142.9,2235.7,2342.9,2500,2700,2305.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Auto Theft,100,112,94,95,128,11,134,401,100.2,-5,34,41.1,33.7,714.3,800,671.4,678.6,957.1,715.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Burglary,124,98,119,125,97,8,99,466,116.5,0.8,-20.2,-20.8,-15,885.7,700,850,892.9,707.1,832.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Drug Offenses,78,63,43,46,41,0,40,230,57.5,-41,-48.7,-13,-30.4,557.1,450,307.1,328.6,285.7,410.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Kidnapping,0,2,0,1,1,0,1,3,0.8,NA,NA,0,25,0,14.3,0,7.1,7.1,5.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Murder,0,0,4,4,4,0,4,8,2,NA,NA,0,100,0,0,28.6,28.6,28.6,14.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Other,212,372,372,401,384,17,387,1357,339.2,89.2,82.5,-3.5,14.1,1514.3,2657.1,2657.1,2864.3,2764.3,2422.9
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Robbery,54,34,48,54,39,4,43,190,47.5,0,-20.4,-20.4,-9.5,385.7,242.9,342.9,385.7,307.1,339.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Sexual Assault,10,5,11,8,15,2,16,34,8.5,-20,60,100,88.2,71.4,35.7,78.6,57.1,114.3,60.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Theft,541,644,555,554,365,28,364,2294,573.5,2.4,-32.7,-34.3,-36.5,3864.3,4600,3964.3,3957.1,2600,4096.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Arson,3,5,6,9,4,0,3,23,5.8,200,0,-66.7,-48.3,17.6,29.4,35.3,52.9,17.6,34.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Assault,700,796,868,800,773,59,787,3164,791,14.3,12.4,-1.6,-0.5,4117.6,4682.4,5105.9,4705.9,4629.4,4652.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Auto Theft,293,317,289,295,397,17,395,1194,298.5,0.7,34.8,33.9,32.3,1723.5,1864.7,1700,1735.3,2323.5,1755.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Burglary,235,227,218,193,288,22,286,873,218.2,-17.9,21.7,48.2,31.1,1382.4,1335.3,1282.4,1135.3,1682.4,1283.5
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Drug Offenses,132,143,137,120,126,0,113,532,133,-9.1,-14.4,-5.8,-15,776.5,841.2,805.9,705.9,664.7,782.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Kidnapping,6,3,1,3,3,0,3,13,3.2,-50,-50,0,-6.2,35.3,17.6,5.9,17.6,17.6,18.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Murder,7,4,2,4,3,0,3,17,4.2,-42.9,-57.1,-25,-28.6,41.2,23.5,11.8,23.5,17.6,24.7
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Other,631,926,902,927,984,29,958,3386,846.5,46.9,51.8,3.3,13.2,3711.8,5447.1,5305.9,5452.9,5635.3,4979.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Robbery,152,128,98,118,75,6,75,496,124,-22.4,-50.7,-36.4,-39.5,894.1,752.9,576.5,694.1,441.2,729.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Sexual Assault,20,16,20,18,21,4,24,74,18.5,-10,20,33.3,29.7,117.6,94.1,117.6,105.9,141.2,108.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Theft,1705,1464,1506,1610,1639,69,1598,6285,1571.2,-5.6,-6.3,-0.7,1.7,10029.4,8611.8,8858.8,9470.6,9400,9242.4
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Arson,7,6,6,10,2,0,2,29,7.2,42.9,-71.4,-80,-72.2,21.2,18.2,18.2,30.3,6.1,21.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Assault,946,1098,1100,947,1020,82,1037,4091,1022.8,0.1,9.6,9.5,1.4,2866.7,3327.3,3333.3,2869.7,3142.4,3099.4
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Auto Theft,306,354,304,274,322,42,345,1238,309.5,-10.5,12.7,25.9,11.5,927.3,1072.7,921.2,830.3,1045.5,937.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Burglary,175,156,178,188,184,20,191,697,174.2,7.4,9.1,1.6,9.6,530.3,472.7,539.4,569.7,578.8,527.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Drug Offenses,138,148,183,169,95,0,87,638,159.5,22.5,-37,-48.5,-45.5,418.2,448.5,554.5,512.1,263.6,483.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Kidnapping,1,4,6,8,7,0,6,19,4.8,700,500,-25,25,3,12.1,18.2,24.2,18.2,14.5
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Murder,7,8,9,10,5,2,7,34,8.5,42.9,0,-30,-17.6,21.2,24.2,27.3,30.3,21.2,25.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Other,433,945,978,1022,993,30,941,3378,844.5,136,117.3,-7.9,11.4,1312.1,2863.6,2963.6,3097,2851.5,2559.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Robbery,188,149,183,141,151,15,163,661,165.2,-25,-13.3,15.6,-1.3,569.7,451.5,554.5,427.3,493.9,500.6
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Sexual Assault,20,30,29,27,27,0,26,106,26.5,35,30,-3.7,-1.9,60.6,90.9,87.9,81.8,78.8,80.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Theft,725,795,633,712,714,64,724,2865,716.2,-1.8,-0.1,1.7,1.1,2197,2409.1,1918.2,2157.6,2193.9,2170.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Arson,10,15,10,7,7,2,9,42,10.5,-30,-10,28.6,-14.3,55.6,83.3,55.6,38.9,50,58.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Assault,824,980,848,765,817,68,845,3417,854.2,-7.2,2.5,10.5,-1.1,4577.8,5444.4,4711.1,4250,4694.4,4745.6
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Auto Theft,127,110,104,152,194,11,189,493,123.2,19.7,48.8,24.3,53.4,705.6,611.1,577.8,844.4,1050,684.4
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Burglary,169,192,132,164,140,8,136,657,164.2,-3,-19.5,-17.1,-17.2,938.9,1066.7,733.3,911.1,755.6,912.2
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Drug Offenses,141,119,141,91,64,0,60,492,123,-35.5,-57.4,-34.1,-51.2,783.3,661.1,783.3,505.6,333.3,683.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Kidnapping,4,5,3,3,6,0,6,15,3.8,-25,50,100,57.9,22.2,27.8,16.7,16.7,33.3,21.1
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Murder,2,3,9,2,2,0,1,16,4,0,-50,-50,-75,11.1,16.7,50,11.1,5.6,22.2
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Other,411,735,760,674,755,20,733,2580,645,64,78.3,8.8,13.6,2283.3,4083.3,4222.2,3744.4,4072.2,3583.3
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Robbery,93,69,49,55,50,10,59,266,66.5,-40.9,-36.6,7.3,-11.3,516.7,383.3,272.2,305.6,327.8,369.4
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Sexual Assault,27,19,19,17,20,4,23,82,20.5,-37,-14.8,35.3,12.2,150,105.6,105.6,94.4,127.8,113.9
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Theft,479,442,418,461,431,33,429,1800,450,-3.8,-10.4,-6.9,-4.7,2661.1,2455.6,2322.2,2561.1,2383.3,2500
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Arson,14,5,7,14,4,0,4,40,10,0,-71.4,-71.4,-60,36.8,13.2,18.4,36.8,10.5,26.3
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Assault,1122,1244,1116,1019,931,89,975,4501,1125.2,-9.2,-13.1,-4.3,-13.3,2952.6,3273.7,2936.8,2681.6,2565.8,2961.1
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Auto Theft,184,171,165,160,236,22,244,680,170,-13,32.6,52.5,43.5,484.2,450,434.2,421.1,642.1,447.4
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Burglary,219,212,123,202,193,14,199,756,189,-7.8,-9.1,-1.5,5.3,576.3,557.9,323.7,531.6,523.7,497.4
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Drug Offenses,111,104,94,64,46,0,41,373,93.2,-42.3,-63.1,-35.9,-56,292.1,273.7,247.4,168.4,107.9,245.3
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Kidnapping,3,5,4,6,8,0,8,18,4.5,100,166.7,33.3,77.8,7.9,13.2,10.5,15.8,21.1,11.8
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Murder,5,6,11,3,1,4,5,25,6.2,-40,0,66.7,-19.4,13.2,15.8,28.9,7.9,13.2,16.3
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Other,519,865,859,815,941,42,932,3058,764.5,57,79.6,14.4,21.9,1365.8,2276.3,2260.5,2144.7,2452.6,2011.8
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Robbery,136,123,99,104,69,12,77,462,115.5,-23.5,-43.4,-26,-33.3,357.9,323.7,260.5,273.7,202.6,303.9
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Sexual Assault,19,30,11,21,34,2,34,81,20.2,10.5,78.9,61.9,68.3,50,78.9,28.9,55.3,89.5,53.2
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Theft,661,678,628,616,634,95,704,2583,645.8,-6.8,6.5,14.3,9,1739.5,1784.2,1652.6,1621.1,1852.6,1699.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Arson,5,7,6,11,3,0,2,29,7.2,120,-60,-81.8,-72.2,25,35,30,55,10,36
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Assault,1022,1184,1014,922,942,84,967,4142,1035.5,-9.8,-5.4,4.9,-6.6,5110,5920,5070,4610,4835,5177.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Auto Theft,194,148,169,143,197,12,190,654,163.5,-26.3,-2.1,32.9,16.2,970,740,845,715,950,817.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Burglary,149,190,124,135,106,2,98,598,149.5,-9.4,-34.2,-27.4,-34.4,745,950,620,675,490,747.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Drug Offenses,164,179,193,160,142,0,133,696,174,-2.4,-18.9,-16.9,-23.6,820,895,965,800,665,870
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Kidnapping,2,2,3,4,6,0,6,11,2.8,100,200,50,114.3,10,10,15,20,30,14
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Murder,5,12,9,6,6,0,6,32,8,20,20,0,-25,25,60,45,30,30,40
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Other,450,922,908,778,800,23,774,3058,764.5,72.9,72,-0.5,1.2,2250,4610,4540,3890,3870,3822.5
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Robbery,112,92,85,78,94,6,96,367,91.8,-30.4,-14.3,23.1,4.6,560,460,425,390,480,459
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Sexual Assault,27,14,17,13,21,2,23,71,17.8,-51.9,-14.8,76.9,29.2,135,70,85,65,115,89
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Theft,567,534,533,520,470,33,470,2154,538.5,-8.3,-17.1,-9.6,-12.7,2835,2670,2665,2600,2350,2692.5
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Arson,5,2,5,2,6,0,6,14,3.5,-60,20,200,71.4,26.3,10.5,26.3,10.5,31.6,18.4
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Assault,671,677,728,691,688,28,671,2767,691.8,3,0,-2.9,-3,3531.6,3563.2,3831.6,3636.8,3531.6,3641.1
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Auto Theft,246,263,279,278,350,19,354,1066,266.5,13,43.9,27.3,32.8,1294.7,1384.2,1468.4,1463.2,1863.2,1402.6
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Burglary,137,171,122,125,113,3,108,555,138.8,-8.8,-21.2,-13.6,-22.2,721.1,900,642.1,657.9,568.4,730.5
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Drug Offenses,125,78,62,62,83,0,75,327,81.8,-50.4,-40,21,-8.3,657.9,410.5,326.3,326.3,394.7,430.5
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Kidnapping,2,2,4,5,5,1,6,13,3.2,150,200,20,87.5,10.5,10.5,21.1,26.3,31.6,16.8
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Murder,2,3,4,2,4,0,4,11,2.8,0,100,100,42.9,10.5,15.8,21.1,10.5,21.1,14.7
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Other,355,587,614,597,639,23,623,2153,538.2,68.2,75.5,4.4,15.8,1868.4,3089.5,3231.6,3142.1,3278.9,2832.6
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Robbery,182,111,107,107,75,7,78,507,126.8,-41.2,-57.1,-27.1,-38.5,957.9,584.2,563.2,563.2,410.5,667.4
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Sexual Assault,16,11,16,15,20,0,18,58,14.5,-6.2,12.5,20,24.1,84.2,57.9,84.2,78.9,94.7,76.3
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Theft,514,606,581,610,686,32,678,2311,577.8,18.7,31.9,11.1,17.3,2705.3,3189.5,3057.9,3210.5,3568.4,3041.1
22B20,22,4.61158268,Greenspoint,24000,Arson,3,6,7,7,4,0,3,23,5.8,133.3,0,-57.1,-48.3,12.5,25,29.2,29.2,12.5,24.2
22B20,22,4.61158268,Greenspoint,24000,Assault,1519,1790,1656,1456,1348,39,1302,6421,1605.2,-4.1,-14.3,-10.6,-18.9,6329.2,7458.3,6900,6066.7,5425,6688.3
22B20,22,4.61158268,Greenspoint,24000,Auto Theft,321,304,346,343,461,15,456,1314,328.5,6.9,42.1,32.9,38.8,1337.5,1266.7,1441.7,1429.2,1900,1368.8
22B20,22,4.61158268,Greenspoint,24000,Burglary,278,276,269,260,309,6,299,1083,270.8,-6.5,7.6,15,10.4,1158.3,1150,1120.8,1083.3,1245.8,1128.3
